Source,Key,English,Korean
Template,slash.status_desc,Show current configuration,현재 설정 표시
Template,slash.status_panel,Status,상태
Template,slash.switched_model,Switched to model: {model},모델 전환됨: {model}
Template,slash.switched_to,Switched to {provider}/{model},{provider}/{model}(으)로 전환했습니다
Template,slash.unknown_command,Unknown command: /{name}. Type /help for commands.,알 수 없는 명령어: /{name}. /help로 명령어를 확인하세요.
Template,slash.unknown_option,Unknown option: {arg},알 수 없는 옵션: {arg}
Template,slash.use_model_hint,Use /model <name> to switch,/model <이름>으로 전환
Template,status.na,n/a,해당 없음
Template,status.not_connected,not connected,연결 안 됨
Template,status.rag_off,RAG: OFF,RAG: 꺼짐
Template,status.rag_on,RAG: ON,RAG: 켜짐
Template,status.src_off,SRC: OFF,출처: 꺼짐
Template,status.src_on,SRC: ON,출처: 켜짐
Template,status.tokens,tokens,토큰
Template,tasks.active,Active,활성
Template,tasks.help,Scheduled task management commands,예약 작업 관리 명령어
Template,tasks.help_list,List all scheduled jobs with their current status and details.,모든 예약된 작업의 현재 상태와 세부 정보를 표시합니다.
Template,tasks.job_id_column,Job ID,작업 ID
Template,tasks.list_failed,Failed to list jobs:,작업 목록 조회 실패:
Template,tasks.listing_jobs,Listing Scheduled Jobs,예약된 작업 목록
Template,tasks.name_column,Name,이름
Template,tasks.next_run_column,Next Run,다음 실행
Template,tasks.no_jobs_found,No scheduled jobs found,예약된 작업을 찾을 수 없습니다
Template,tasks.not_scheduled,Not scheduled,미예약
Template,tasks.paused,Paused,일시정지
Template,tasks.scheduled_jobs_title,Scheduled Jobs,예약된 작업
Template,tasks.status_column,Status,상태
Template,tasks.total_jobs,Total jobs:,전체 작업:
Template,tasks.trigger_column,Trigger,트리거
